Time,Country,Access to clean fuels and technologies for cooking (% of population) ,Renewable energy consumption (% of total final energy consumption) ,Access to electricity (% of population) ,"Access to electricity, rural (% of rural population) ","Access to electricity, urban (% of urban population) ",Renewable electricity output (% of total electricity output) ,Electric power consumption (kWh per capita) ,"Labor force, female (% of total labor force) ","Labor force, total ","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative) ","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative) ","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative) ","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative) ","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative) ","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative) ","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative) ","Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+) ","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+) ",Fossil fuel energy consumption (% of total) ,"Electricity production from renewable sources, excluding hydroelectric (kWh) ","Central government debt, total (% of GDP) ",Gross national expenditure (% of GDP) ,Interest payments (% of revenue) ,"Inflation, consumer prices (annual %) "
2022,Serbia,82.9,,100.0,100.0,100.0,,5113.70107266182,46.3955722549783,3289801.0,16.2567672729492,71.1810989379883,80.4408874511719,24.0078296661377,24.1400146484375,98.2387771606445,99.3438034057617,17.8429203033447,,,83.02,,,110.438883965447,3.63076915282743,11.9815117344703
2022,Seychelles,100.0,1.9,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,109.399116523581,,2.6260363285129
2022,Slovak Republic,100.0,,100.0,100.0,100.0,,4957.70057248564,47.0144315936728,2791445.0,22.8654556274414,98.9654541015625,99.0303039550781,30.8172245025635,24.4294528961182,99.6445541381836,99.5340957641602,28.564733505249,,,60.63,,64.3157885777548,105.946473987621,2.69487509407558,12.7741463637611
2022,Slovenia,100.0,,100.0,100.0,100.0,,6730.81839858035,45.6051137061149,1058958.0,22.2955379486084,98.2980117797852,98.9072875976562,39.3728446960449,29.9545383453369,99.7306213378906,99.6892852783203,29.8897438049316,,,59.15,,,98.2542743411956,2.62663234267473,8.83369886749452
2022,Solomon Islands,8.7,50.1,76.0,75.4,79.0,,,47.9881178081791,410362.0,,,,,,,,,,,,,15.3931660730361,114.276096911817,1.23314029497938,5.51812928576938
2022,South Africa,89.4,,86.5,93.4,87.1,,3357.92464091342,46.4303621677625,26170358.0,10.5708084106445,76.0601959228516,78.2090301513672,15.1270332336426,13.623441696167,86.0569305419922,88.5138854980469,12.2236385345459,,,93.32,,76.2372383337531,97.8536800713666,15.6234762427279,7.03987272546482
2022,Spain,100.0,,100.0,100.0,100.0,,5182.69523645187,46.6733503627834,23828133.0,22.1627388000488,81.5416717529297,85.0253372192383,36.4175987243652,33.9397201538086,93.590705871582,95.1544189453125,27.0949516296387,,,71.76,,109.217961229509,99.1173016877192,6.44093611786415,8.39057634118627
2022,Sri Lanka,35.5,,100.0,100.0,100.0,,684.05392002164,33.2585609984405,8527218.0,1.0550582408905,81.120002746582,83.0899963378906,,,86.2683029174805,88.5122146606445,0.791702389717102,,,53.93,,,103.563395220939,77.7699768805255,49.7211021114327
2022,St. Lucia,92.5,9.7,100.0,100.0,100.0,,,46.0838877410809,101159.0,,37.5350036621094,42.1984710693359,22.2962741851807,,63.1918029785156,54.0104484558105,,,,,,,,,6.37814695133351
2022,Suriname,95.5,,99.0,97.0,100.0,,2955.88320249565,41.290058014015,248733.0,,,,,,,,,,,90.44,,,,,52.446027276241
2022,Sweden,100.0,,100.0,100.0,100.0,,12418.3973191038,47.167795771586,5602668.0,28.4081382751465,94.9234924316406,94.123908996582,55.9418106079102,45.7203712463379,99.9862823486328,100.0,38.9912719726562,,,24.28,,36.9103515627997,98.0944590058226,1.36745236754797,8.36929098869189
2022,Switzerland,100.0,,100.0,100.0,100.0,,7309.48578845284,46.7424530195269,4967649.0,44.9455337524414,97.873649597168,98.2827911376953,35.217960357666,44.9455337524414,99.6375427246094,99.6519546508789,35.217960357666,,,45.34,,17.8028338561752,86.2983180018842,0.676569274072201,2.83502798644463
2022,Tajikistan,86.1,,100.0,100.0,99.0,,1475.70932945677,39.7314291924562,2659187.0,,,,,,,,,,,60.89,,,133.238140930449,3.89462595752124,
2022,Tanzania,9.2,,45.8,36.0,74.7,,123.470486172843,48.9879875800505,30918000.0,3.309809923172,12.5732202529907,18.2996406555176,,,62.7696418762207,72.6069030761719,1.51076996326447,,,23.06,,,104.233253055963,11.4073087312149,4.35027204269101
2022,Thailand,86.1,,99.9,100.0,100.0,,2867.4155798463,45.8392322037323,40754978.0,14.8299999237061,51.1599998474121,56.4000015258789,23.8178405761719,20.9338073730469,69.4100036621094,77.4700012207031,19.6000003814697,,,79.65,,60.3498576793725,100.111019008788,6.75505455085063,6.07741228434321
2022,Timor-Leste,17.7,11.4,99.7,100.0,100.0,,,45.7003089598352,594252.0,1.59040260314941,35.2608528137207,40.8955307006836,2.21867418289185,3.0428638458252,43.8927841186523,48.9640808105469,0.935539841651917,,,,,,86.3877698456084,0.119603513050457,7.00530945399787
2022,Togo,11.9,,57.2,25.0,96.5,,191.864716012717,48.0377027641683,3157116.0,9.75323963165283,26.255350112915,52.4119758605957,3.32531976699829,10.9990587234497,52.221378326416,76.8500747680664,2.74154734611511,,,16.89,,,114.289639094233,13.9523973416975,7.96757361617945
2022,Tonga,89.5,2.3,100.0,100.0,100.0,,,43.4121574237707,35649.0,,,,,,,,,,,,,,134.620377192673,1.11313782272486,10.9713652903022
2022,Turkiye,95.1,,100.0,100.0,100.0,,3554.2281621305,33.2107714375806,35081594.0,22.8418922424316,44.3571510314941,61.016773223877,19.1076641082764,22.8418922424316,77.2250366210938,93.8049392700195,19.1076641082764,,,81.77,,35.2457946156302,104.001725333234,18.1693820958405,72.3088359891207
2022,Uganda,0.6,90.9,47.1,35.9,72.0,,89.8701256209773,48.2247194587173,21366285.0,,,,,,,,,,,8.73,,53.890283064004,104.924441527914,19.5207035883671,7.1957888597581
2022,United Kingdom,100.0,,100.0,100.0,99.9,,4323.34675694414,47.7428002846933,34567721.0,35.0792808532715,99.0031661987305,98.9367523193359,,,99.467155456543,99.4016189575195,36.627269744873,,,77.21,,141.244397228023,101.746141192229,11.8163853934984,7.92204883147902
2022,United States,100.0,,100.0,100.0,100.0,,12997.1874485207,45.3048330640353,169115595.0,36.2400016784668,96.6500015258789,96.3300018310547,,,99.0999984741211,98.9499969482422,39.0099983215332,,,81.37,,112.817613391957,103.687230150868,13.4056894070101,8.00279982052121
2022,Uruguay,100.0,,100.0,100.0,100.0,,3589.8886229166,45.942897085336,1733922.0,18.1100006103516,64.620002746582,60.7099990844727,,,93.25,92.4000015258789,25.4200000762939,,,44.91,,54.5738236891359,94.9292879671729,6.63893366279478,9.10437983075437
2023,Albania,,,100.0,100.0,100.0,,,44.9944538998128,1376643.0,,,,,,,,,,,,,,105.163525308261,7.05727887013296,4.75976421930106
2023,Argentina,,,100.0,100.0,100.0,,,43.2479806527258,22069879.0,,,,,,,,,,,,,,101.708189111569,,
2023,Armenia,,,100.0,100.0,100.0,,,50.3047810326312,1492711.0,,,,,,,,,,,,,48.2562845172053,100.810471614034,11.1089311863769,1.98041877615554
2023,Australia,,,100.0,100.0,100.0,,9829.34510394034,47.4234908813432,14593816.0,32.4765777587891,92.3012619018555,93.4535980224609,55.6810340881348,47.4710121154785,99.4464263916016,99.5395355224609,38.907341003418,,,90.19,,,95.6266628445504,,5.5970149253731
2023,Austria,,,100.0,100.0,100.0,,7772.32343246828,46.9103936029029,4762160.0,,98.7511596679688,98.6837692260742,36.107967376709,36.0802230834961,100.0,100.0,,,,62.06,,78.3363673054487,98.1101024815763,2.60985387989499,7.81413417002832
2023,Bangladesh,,,99.5,99.6,99.5,,,36.6680753844261,75834921.0,,,,,,,,,,,,,,105.191686003985,,9.8835030377921
2023,Barbados,,,100.0,100.0,100.0,,,49.9773073666384,147625.0,,,,,,,,,,,,,,,,9.79207077126447
2023,Belgium,,,100.0,100.0,100.0,,6756.77796580304,46.7787908614179,5367441.0,,,,,,,,,,,69.34,,,100.599627113335,,4.04901077613941
2023,Bolivia,,,99.8,99.6,99.9,,,46.0812854419781,6702504.0,17.4798278808594,57.3912811279297,67.7566680908203,,30.1847171783447,69.9913635253906,82.5701675415039,18.251895904541,,,,,,105.393759328364,,2.57688800489192
2023,Bosnia and Herzegovina,,,100.0,100.0,100.0,,,42.4571473743846,1366194.0,10.8658266067505,63.0877456665039,82.0562591552734,20.1759243011475,18.240665435791,86.7958679199219,96.2983932495117,11.6607990264893,,,,,40.4237746125128,114.101310556985,2.01260988789197,6.1059011284828
2023,Botswana,,,76.0,25.0,97.7,,,46.7765184777595,1146757.0,10.0491437911987,71.3804473876953,72.5911178588867,29.4269771575928,32.0718688964844,90.8038482666016,88.981689453125,9.29792785644531,,,,,,102.206982230167,,5.0676154934383
2023,Brazil,,,99.8,99.0,99.9,,2916.48609397384,43.3245861425663,106356432.0,,69.9547119140625,67.5517501831055,,,86.1259841918945,84.0486679077148,,,,49.35,,83.6989369386242,97.6333877496451,30.8390881041646,4.59356282283204
2023,Bulgaria,,,100.0,100.0,100.0,,,46.7902525629092,3131695.0,,,,,,,,,,,,,30.1482884982849,95.897488942343,1.33562637850456,9.44284140088564
2023,Burkina Faso,,,21.7,,,,,44.3404027633015,6287117.0,3.28579998016357,7.32211780548096,12.996654510498,3.0525643825531,7.01173877716064,14.5982427597046,23.6655311584473,1.44820284843445,,,,,,107.097730096299,,0.742910428668841
2023,Cambodia,,,95.0,93.4,99.5,,,48.025143580142,9740379.0,,,,,,,,,,,,,,99.6994048931773,,2.12746796594194
2023,Canada,,,100.0,100.0,100.0,,14148.3211494028,47.3398738770956,22197237.0,31.2949733734131,96.0787582397461,96.529296875,69.2165908813477,66.8202056884766,96.0787582397461,96.529296875,34.4267082214355,,,76.78,,62.2285228239297,100.438395098439,7.43937006784603,3.87900159788426
2023,Chile,,,100.0,100.0,100.0,,4240.07831593276,42.7080676987401,9991796.0,22.1902008056641,85.9587631225586,88.4657974243164,30.2899608612061,29.9828987121582,91.4278717041016,93.0600357055664,20.9349632263184,,,66.66,,,98.6936209445554,4.62593321269895,7.58168251407962
2023,China,,,100.0,100.0,100.0,,,45.0819446527757,774607590.0,,,,,,,,,,,,,,97.7167870019781,,0.234836828893051
2023,Colombia,,,98.7,94.8,100.0,,,41.5531535933636,26490194.0,15.9245853424072,62.1794776916504,59.7525825500488,28.6159324645996,25.2227935791016,82.8813934326172,81.5824127197266,16.9652328491211,,,75.26,,71.8790882440625,104.819206617919,13.8179876064218,11.7359044948689
2023,"Congo, Dem. Rep.",,,22.1,1.0,55.6,,,48.4121572363674,37296766.0,,,,,,,,,,,,,,102.769285406614,,
2023,Costa Rica,,,100.0,100.0,100.0,,2067.75992674603,39.5460198659567,2340587.0,,52.1040725708008,52.9080810546875,20.8385334014893,18.2981643676758,85.8396224975586,86.4324188232422,,,,51.55,,,94.6407350098788,15.8726448263341,0.525193508693455
2023,Cote d'Ivoire,,,72.4,48.0,93.9,,,43.0860814631414,12216126.0,,,,,,,,,,,,,,103.534001642215,18.0465156613231,4.38711707003279
2023,Croatia,,,100.0,100.0,100.0,,,47.1955355395009,1731721.0,,,,,,,,,,,,,75.5596439603656,101.832600858672,4.19525733263229,7.9412817758683
2023,Cyprus,,,100.0,100.0,100.0,,,45.8560199111408,766606.0,,,,,,,,,,,,,,98.7492688654103,2.94038103251397,3.54134188751663
2023,Czechia,,,100.0,100.0,100.0,,5987.64253672804,44.961420801193,5536144.0,,,,,,,,,,,67.78,,,95.0054190052001,,10.6612601372426
2023,Denmark,,,100.0,100.0,100.0,,5929.08770745081,47.4749172110428,3189737.0,,,,,,,,,,,50.01,,,91.849280677718,1.20740375161758,3.30517811237606
2023,Dominican Republic,,,99.6,98.2,100.0,,,41.4195355812785,5323558.0,14.1213474273682,62.3327674865723,58.6597557067871,22.8200836181641,,68.7390213012695,66.1941833496094,22.7450523376465,,,,,,107.337819927212,,4.78561281021135
2023,El Salvador,,,98.3,96.6,99.4,,,41.4810072960322,2854017.0,7.38000011444092,46.439998626709,52.75,,,61.2799987792969,68.6800003051758,7.17999982833862,,,,,101.704452248702,118.67045198647,13.0279080903743,4.04554694222477
2023,Estonia,,,100.0,100.0,100.0,,5749.16477290142,49.5386635672625,755414.0,,,,,,,,,,,60.93,,28.2527574202604,101.838703520239,0.954794520547945,9.15922507983982
2023,Fiji,,,99.3,98.3,100.0,,,34.1776130374588,384983.0,,,,,,,,,,,,,,,16.8323588300452,2.14817440623896
2023,Finland,,,100.0,100.0,100.0,,14352.4852025758,48.5290609440681,2863035.0,,,,,,,,,,,32.66,,,100.289770232694,2.08793277541031,6.25064322154763
2023,France,,,100.0,100.0,100.0,,6456.64409937944,48.5065304788837,31618891.0,23.9088401794434,90.5102844238281,92.8295288085938,39.0496368408203,35.6301803588867,100.0,100.0,24.7607326507568,,,46.47,,98.4729036917015,101.999493632245,3.77583730635875,4.87835726508441
2023,Georgia,,,100.0,100.0,100.0,,,47.7394296064502,1850617.0,33.1935043334961,98.2348785400391,98.7013473510742,57.8974723815918,48.8034286499023,99.3691177368164,99.6016082763672,35.6545333862305,,,,,43.4063813839174,108.617059533248,5.24102402355044,2.48776056578715
2023,Germany,,,100.0,100.0,100.0,,6045.29298751201,46.551906407095,43815458.0,,,,,,,,,,,77.6,,,95.9944093368852,,5.94643667725823
2023,Greece,,,100.0,100.0,100.0,,4534.19835572963,44.8472025218397,4660090.0,,,,,,,,,,,79.08,,190.608142099084,104.739772806189,7.46163429686217,3.46480128513405
2023,Guatemala,,,100.0,100.0,100.0,,,34.1923810732606,7406030.0,4.51509618759155,29.9344348907471,35.8862380981445,,,48.1771545410156,58.0505142211914,3.83277344703674,,,,,,115.065464747778,12.5579875198037,6.20657592272126
2023,Honduras,,,95.6,88.8,100.0,,,34.5981278822418,4213517.0,,30.0116138458252,28.6234855651855,4.06778955459595,4.20787572860718,62.0503273010254,60.5854263305664,,,,,,,123.932316935702,,6.66325180347457
2023,Hungary,,,100.0,100.0,100.0,,4601.66222798432,46.8412470850527,4967071.0,,,,,,,,,,,64.22,,,94.8878644394882,,17.1249659678737
2023,Iceland,,,100.0,100.0,100.0,,50082.7509412761,45.9807994820094,240931.0,,,,,,,,,,,10.33,,81.0578812308369,99.5073082744008,14.9405161504285,8.73630299937298
2023,Indonesia,,,99.4,98.6,100.0,,,39.3298545821011,141349381.0,9.12527942657471,53.4761962890625,59.865291595459,,,81.1035995483398,86.5573501586914,9.52848529815674,,,,,,92.3883560368781,,3.67013142377007
2023,Ireland,,,100.0,100.0,100.0,,6057.7285402065,46.8500211645315,2799495.0,,,,,,,,,,,82.36,,,66.7216734986914,,6.29942487419125
2023,Israel,,,100.0,100.0,100.0,,6622.90142057684,48.3719145475615,4586645.0,,,,,,,,,,,96.52,,,96.3201649301763,9.12834901707753,4.22535211267609
2023,Italy,,,100.0,100.0,100.0,,5049.79576131089,42.730486349025,25810867.0,,,,,,,,,,,76.77,,,98.780639899955,8.9438207443549,5.62219442195901
2023,Japan,,,100.0,100.0,100.0,,,44.9326623132591,69197135.0,,,,,,,,,,,84.82,,,101.546231797474,,3.26813365933163
2023,Kazakhstan,,,100.0,100.0,100.0,,,48.8272366007844,10221158.0,,,,,,,,,,,,,20.8220895673088,92.1429027616659,8.9577841399038,14.7249900200331
2023,Kenya,,,76.2,67.9,96.0,,190.082933008388,47.2066908867942,23184849.0,,,,,,,,,,,19.77,,,105.221325894316,24.2772783373307,7.67139634029402
2023,"Korea, Rep.",,,100.0,100.0,100.0,,11307.6655429113,43.8227480936206,29587631.0,40.9601020812988,85.0460433959961,94.2079696655273,,,96.2300415039062,99.3080444335938,30.4571380615234,,,79.05,,52.2965549034288,99.9553867153918,4.50681533589999,3.5974562502901
2023,Kosovo,,,,,,,,,,,,,,,,,,,,,,,130.670913744709,,4.94432438791283
2023,Kyrgyz Republic,,,100.0,100.0,100.0,,,41.7478012088916,3128651.0,,,,,,,,,,,,,44.0004229803138,136.26249777443,2.34718616530786,10.7532770416742
2023,Latvia,,,100.0,100.0,100.0,,3628.86795618513,49.6514008196484,965292.0,,,,,,100.0,100.0,,,,47.81,,,103.739293968085,1.8642216713619,8.93804623316637
2023,Lebanon,,,100.0,100.0,100.0,,,31.4675450729925,1938966.0,,,,,,,,,,,,,,,,221.341644023365
2023,Lesotho,,,57.3,45.2,85.0,,,44.0619607555944,873908.0,,,,,,,,,,,,,,155.668972562938,,6.34221743124953
2023,Lithuania,,,100.0,100.0,100.0,,4202.90536411076,49.3343153399276,1536989.0,,,,,,,,,,,61.44,,36.9310516393631,96.096192807879,1.41140781851233,9.11731962390475
2023,Luxembourg,,,100.0,100.0,100.0,,11168.4648050058,46.3360857598146,345150.0,,,,,,,,,,,70.39,,,69.1594570958868,0.594591293297237,3.74140361983136
2023,Madagascar,,,39.4,14.6,75.6,,,48.6886290440054,16036576.0,,,,,,,,,,,,,,107.043934441021,,9.87432675044888
2023,Malawi,,,15.6,6.1,57.8,,,49.1082405548294,8334815.0,,,,,,,,,,,,,,,,28.7897428247298
2023,Malaysia,,,100.0,100.0,100.0,,,37.2065920489056,17923168.0,,,,,,,,,,,,,64.3209101553548,94.9005053250616,14.7101686251226,2.48886560125754
2023,Maldives,,,100.0,100.0,100.0,,,22.9725625189835,266679.0,,,,,,,,,,,,,,101.268205785178,,2.92746542425035
2023,Malta,,,100.0,100.0,100.0,,,41.5847517010589,305398.0,,,,,,,,,,,,,,81.9227904037924,3.38642939364714,5.09396758978883
2023,Mauritius,,,100.0,100.0,100.0,,,38.3041446184426,595664.0,,,,,,,,,,,,,,103.961581917495,9.78887697988304,7.05298238454735
2023,Mexico,,,99.7,99.1,100.0,,2412.61431663365,40.0692793435583,60144623.0,,67.9045639038086,67.0553359985352,,,85.0688781738281,86.4555130004883,,,,88.66,,45.2613919277323,105.975650223597,18.5493152744806,5.52796087314389
2023,Moldova,,,100.0,100.0,100.0,,,54.6708431910393,1389353.0,18.3649120330811,97.9607391357422,98.6896514892578,,,99.5803909301758,99.4703140258789,23.1295890808105,,,,,34.6190791884973,124.054802871834,5.61592322277894,13.41701043813
2023,Mongolia,,,100.0,100.0,100.0,,,44.5818995398377,1433842.0,25.2698345184326,94.1747131347656,92.6716690063477,59.3744583129883,60.1385726928711,97.8904342651367,97.2366790771484,37.0463409423828,,,,,,91.4290175988193,,10.3475831314339
2023,Morocco,,,100.0,100.0,100.0,,,22.1869709286409,12350059.0,,,,,,,,,,,,,,108.287240716216,8.01285790687035,6.09114152504141
2023,Nepal,,,94.0,93.4,96.0,,,36.9093183561695,8424737.0,,,,,,,,,,,,,,124.251019385784,,7.11475951738199
2023,Netherlands,,,100.0,100.0,100.0,,6198.03517535853,47.1356860908217,10247550.0,,,,,,,,,,,83.52,,,88.8312933976147,1.66508098936678,3.83839354342808
2023,New Zealand,,,100.0,100.0,100.0,,7941.26093699144,47.4537339222469,3048778.0,,,,,,,,,,,55.44,,,102.869102960908,,5.73316283034957
2023,Nicaragua,,,88.3,71.0,100.0,,,39.3067308227601,3161456.0,,,,,,,,,,,,,,113.270988336478,6.92450959326027,8.38765854872536
2023,Nigeria,,,61.2,32.9,85.0,,,48.4363330380889,110183277.0,,,,,,,,,,,,,,,,24.6595502031139
2023,North Macedonia,,,100.0,100.0,100.0,,,41.3365296442787,797169.0,20.7376480102539,68.3109130859375,76.2166519165039,33.6036529541016,33.1498184204102,93.6641311645508,96.2838287353516,21.3288707733154,,,,,,113.036179366243,,9.36187249769016
2023,Norway,,,100.0,100.0,100.0,,23520.0270164798,47.172438806884,3005240.0,,,,,,,,,,,46.29,,,85.2689944406515,1.03385527254985,5.51784987104659
2023,Pakistan,,,95.6,92.8,100.0,,,22.7358153712894,81926413.0,,,,,,,,,,,,,,107.640439232144,,30.7681280657005
2023,Papua New Guinea,,,20.5,13.4,65.2,,,47.5038008534612,3574855.0,,,,,,,,,,,,,52.3812659719648,,13.9388057554887,2.29869991296791
2023,Paraguay,,,99.8,99.5,100.0,,,41.8940462872589,3448638.0,,,,,,,,,,,,,,97.8934725403797,9.23714257628647,4.63202285403356
2023,Peru,,,96.2,85.1,99.0,,,45.3332232054438,18608668.0,,65.9185638427734,73.87255859375,26.2976608276367,26.3699035644531,82.0098266601562,89.5293045043945,,,,,,,96.7322779629888,,6.45561348369586
2023,Philippines,,,98.0,97.6,98.4,,,41.4784616706064,50352675.0,,,,,,,,,,,,,,114.08923687241,16.4345728844051,5.97802515541409
2023,Poland,,,100.0,100.0,100.0,,4355.69717989739,45.8486429967589,18341629.0,,,,,,99.6583480834961,99.6958389282227,,,,84.61,,,94.2395806691537,5.21673872257117,11.5289127961105
2023,Portugal,,,100.0,100.0,100.0,,5143.13718038671,49.4003807674927,5414853.0,20.8361186981201,64.1178894042969,65.4293899536133,27.5635433197021,22.228946685791,94.5374984741211,97.354736328125,26.6510124206543,,,63.08,,,99.0778176935214,5.49078464014046,4.31128191898672
2023,Romania,,,100.0,100.0,100.0,,,42.3608675530409,8280024.0,,,,,,,,,,,,,,104.785666297301,,10.3971874764996
2023,Russian Federation,,,100.0,100.0,100.0,,,48.8625697448913,73184751.0,,99.3309783935547,99.0782165527344,76.4508590698242,74.5323867797852,100.0,100.0,,,,,,18.9616724306898,93.9733292774238,,
2023,Rwanda,,,63.9,57.9,99.9,,,47.5557355208761,5531930.0,6.24203491210938,20.5178680419922,24.4651737213135,,,80.0146560668945,87.3814315795898,4.21580123901367,,,,,,115.142634802513,7.68293070581152,19.789546746467
2023,Saudi Arabia,,,100.0,100.0,100.0,,,19.3860112616667,16120882.0,28.4633502960205,75.6534576416016,81.5068359375,41.0626411437988,37.1403732299805,88.1825332641602,94.5509948730469,35.9603233337402,,,,,,92.6286070265642,3.11717626441745,2.32708518362692
2023,Senegal,,,74.2,56.5,96.1,,,36.7405628614132,5579313.0,,,,,,,,,,,,,,125.019154074442,12.3194106049545,5.93947798773215
2023,Serbia,,,100.0,100.0,100.0,,,46.2566353226955,3246451.0,17.4752941131592,72.813346862793,81.1883010864258,26.0098705291748,25.3013172149658,98.2494125366211,99.2801666259766,19.7617740631104,,,,,,104.342915347445,,12.3719043552519
2023,Seychelles,,,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,111.217559980224,,-1.03530088431952
2023,Slovak Republic,,,100.0,100.0,100.0,,4577.14944884037,47.0160520414733,2792542.0,,,,,,,,,,,59.47,,,98.4174718405968,,10.5319476645211
2023,Slovenia,,,100.0,100.0,100.0,,6470.29113008916,45.5931855908048,1058463.0,,,,,,,,,,,57.79,,,93.5963398613747,2.89733036045673,7.44687717385838
2023,Solomon Islands,,,81.3,81.3,81.2,,,48.0267609165709,422706.0,,,,,,,,,,,,,,,,5.88585897042164
2023,South Africa,,,87.7,94.0,96.0,,,46.9377224270212,27346329.0,11.1641149520874,76.9785003662109,78.7042617797852,16.2778396606445,14.2619953155518,86.5508728027344,88.6752014160156,13.1484613418579,,,,,,99.2839699259742,,6.0752438457966
2023,Spain,,,100.0,100.0,100.0,,5110.85174105768,46.9448728434836,24199271.0,,,,,,93.2106246948242,95.2223739624023,,,,68.51,,107.25996894973,96.0732124693991,6.37339784488122,3.53236133492433
2023,Sri Lanka,,,100.0,100.0,100.0,,,33.2105214946521,8526051.0,,,,,,,,,,,,,,101.637118365082,79.8744543518094,16.5411742279832
2023,St. Lucia,,,100.0,100.0,100.0,,,46.2978397936871,101981.0,,,,,,,,,,,,,,,,4.07060821926204
2023,Suriname,,,99.6,98.8,100.0,,,41.4825617106603,252347.0,,,,,,,,,,,,,,,,51.5873159600861
2023,Sweden,,,100.0,100.0,100.0,,12121.7102390973,47.364341235668,5669759.0,,,,,,,,,,,24.88,,,96.0228308111222,,8.54862489748902
2023,Switzerland,,,100.0,100.0,100.0,,7095.78533887978,46.8186826023507,5089291.0,45.9148368835449,98.0365600585938,98.3241653442383,,,99.6839752197266,99.6226043701172,36.7342910766602,,,44.47,,20.0953886501017,87.5631845512636,0.950426380119413,2.13540088016377
2023,Tajikistan,,,100.0,100.0,100.0,,,39.7945975713003,2720221.0,,,,,,,,,,,,,,,2.96197047274816,
2023,Tanzania,,,48.3,27.9,82.4,,,48.9705856716908,31951809.0,,,,,,,,,,,,,,103.881419177533,13.2380126605938,3.79923291384916
2023,Thailand,,,100.0,100.0,100.0,,,45.8541326238565,40729354.0,,51.9336051940918,56.7260437011719,23.8868293762207,20.694507598877,71.2167053222656,78.8803329467773,,,,,,61.2356482560744,96.8527351632666,5.71867102914376,1.22802623546169
2023,Timor-Leste,,,100.0,100.0,100.0,,,45.8337758014203,602680.0,,,,,,,,,,,,,,143.446000174334,,8.42035103310377
2023,Togo,,,59.2,30.5,95.0,,,48.0398789969448,3253141.0,,,,,,,,,,,,,,113.61690883173,14.0042496499961,5.48928568141124
2023,Tonga,,,100.0,100.0,100.0,,,44.1697721389355,35153.0,,,,,,,,,,,,,,,1.25540829121458,6.35112980255189
2023,Turkiye,,,100.0,100.0,100.0,,3522.5385379468,33.7733158299225,35554975.0,,,,,,78.4662857055664,94.2785263061523,,,,81.35,,33.1072230203582,102.444933328497,12.9680624489379,53.8594087593315
2023,Uganda,,,51.5,42.4,76.4,,,48.2857414368039,22045945.0,,,,,,,,,,,,,53.1469350748667,103.992427789961,20.8331652860004,5.35094804280395
2023,United Kingdom,,,100.0,100.0,100.0,,4144.03803950256,47.5395837224322,34877594.0,36.4908866882324,99.1117401123047,98.9811477661133,,,99.486213684082,99.5049133300781,37.7587814331055,,,75.54,,138.193489848821,100.560361672615,9.03091696679821,6.79396706793963
2023,United States,,,100.0,100.0,100.0,,12715.9199652795,45.5675715992238,171333247.0,37.4134254455566,97.8671188354492,97.8290481567383,51.0278244018555,47.1489868164062,99.6151351928711,99.6895904541016,39.6601219177246,,,81.59,,114.755553330184,102.876336965263,17.9836824101844,4.11633838374488
2023,Uruguay,,,100.0,100.0,100.0,,,46.7190843951169,1761109.0,,63.2317161560059,59.2935447692871,17.0897464752197,12.1885824203491,93.1510848999023,92.3171081542969,,,,,,62.9774931742993,96.7378878895147,6.62244216838713,5.86910359896119
