Country Name,Country Code,Time,Time Code,"Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Gross intake ratio in first grade of primary education, female (% of relevant age group) [SE.PRM.GINT.FE.ZS]","Gross intake ratio in first grade of primary education, total (% of relevant age group) [SE.PRM.GINT.ZS]","Net intake rate in grade 1, female (% of official school-age population) [SE.PRM.NINT.FE.ZS]","Over-age students, primary (% of enrollment) [SE.PRM.OENR.ZS]","Gross intake ratio in first grade of primary education, male (% of relevant age group) [SE.PRM.GINT.MA.ZS]",Net intake rate in grade 1 (% of official school-age population) [SE.PRM.NINT.ZS],"Net intake rate in grade 1, male (% of official school-age population) [SE.PRM.NINT.MA.ZS]","Persistence to grade 5, female (% of cohort) [SE.PRM.PRS5.FE.ZS]","Persistence to grade 5, total (% of cohort) [SE.PRM.PRS5.ZS]","Persistence to last grade of primary, male (% of cohort) [SE.PRM.PRSL.MA.ZS]",Progression to secondary school (%) [SE.SEC.PROG.ZS],"Over-age students, primary, female (% of female enrollment) [SE.PRM.OENR.FE.ZS]","Over-age students, primary, male (% of male enrollment) [SE.PRM.OENR.MA.ZS]","Persistence to grade 5, male (% of cohort) [SE.PRM.PRS5.MA.ZS]","Persistence to last grade of primary, female (% of cohort) [SE.PRM.PRSL.FE.ZS]","Persistence to last grade of primary, total (% of cohort) [SE.PRM.PRSL.ZS]","Progression to secondary school, female (%) [SE.SEC.PROG.FE.ZS]","Repeaters, primary, female (% of female enrollment) [SE.PRM.REPT.FE.ZS]","Repeaters, primary, total (% of total enrollment) [SE.PRM.REPT.ZS]","Repeaters, primary, male (% of male enrollment) [SE.PRM.REPT.MA.ZS]","Progression to secondary school, male (%) [SE.SEC.PROG.MA.ZS]",Multidimensional poverty headcount ratio (UNDP) (% of population) [SI.POV.MPUN],Multidimensional poverty headcount ratio (World Bank) (% of population) [SI.POV.MPWB],Poverty gap at $2.15 a day (2017 PPP) (%) [SI.POV.GAPS],Poverty gap at $6.85 a day (2017 PPP) (%) [SI.POV.UMIC.GP],Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population) [SI.POV.LMIC],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP1.ZS],Poverty gap at $3.65 a day (2017 PPP) (%) [SI.POV.LMIC.GP],Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population) [SI.POV.DDAY],Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population) [SI.POV.UMIC],Poverty headcount ratio at societal poverty line (% of population) [SI.POV.SOPO],Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP2.ZS],Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%) [SH.UHC.NOPR.ZS],Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.FBP2.ZS],Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.TOT1.ZS],Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.FBP1.ZS],Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%) [SH.UHC.FBPR.ZS],Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.TOT2.ZS],Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%) [SH.UHC.TOTR.ZS],"Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth female (% of females ages 15-24) [SE.ADT.1524.LT.FE.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, youth (ages 15-24), gender parity index (GPI) [SE.ADT.1524.LT.FM.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]"
"Congo, Rep.",COG,2021,YR2021,64.935,63.519,62.124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.37000275,80.61000061,79.5,82.36000061,85.94000244,0.933210015,85.19000244
"Congo, Rep.",COG,2022,YR2022,64.617,63.053,61.513,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,2021,YR2021,79.811,77.023,74.418,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,0.4,4.6,3.7,26.2,..,1.2,1.2,14.5,24.6,..,..,..,..,..,..,..,..,98.09999847,98.04000092,99.61000061,99.52999878,97.98999786,1.001510024,99.45999908
Costa Rica,CRI,2022,YR2022,80.036,77.32,74.762,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,0.3,4.4,3.3,25.5,..,1,0.9,14.1,23.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,0.3,3.9,3,..,..,0.9,0.9,12.7,24.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,2021,YR2021,59.941,58.598,57.4,..,..,..,..,..,..,..,69.96711731,68.03765869,63.79664993,..,..,..,66.30072784,68.09127045,65.83502197,..,..,..,..,..,..,29.2,1.9,34.3,38.4,37.5,..,10.9,9.7,76.4,31.9,..,..,..,..,..,..,..,..,40.25508881,50.00064087,58.31827164,66.8442688,60.20391846,0.76572001,76.16145325
Cote d'Ivoire,CIV,2022,YR2022,60.282,58.916,57.686,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,2021,YR2021,79.6,76.42439024,73.4,..,..,..,..,..,..,..,..,..,99.39913177,..,..,..,..,99.37732697,99.38960266,..,..,..,..,..,..,0.5,0.2,0.5,0.4,18,..,0.3,0.3,1.8,13.3,..,..,..,..,..,..,..,..,99.23999786,99.44999695,99.77999878,99.76000214,99.69000244,1.00030005,99.75
Croatia,HRV,2022,YR2022,80.7,77.57560976,74.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,2021,YR2021,76.359,73.683,71.245,..,..,..,..,..,..,..,95.42769623,94.98140717,93.8748703,..,..,..,94.55532837,94.88009644,94.36589813,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.71714783,99.67311096,99.89520264,99.87464905,99.62846375,1.000399947,99.85527039
Cuba,CUB,2022,YR2022,80.565,78.155,75.793,..,..,..,..,..,..,..,90.58538818,89.86444855,87.76711273,..,..,..,89.17521667,88.65647125,88.20246887,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,2021,YR2021,83.204,81.203,79.209,..,..,..,..,..,..,..,100,98.0654068,95.90168762,..,..,..,96.24889374,100,97.88459778,..,..,..,..,..,..,0.9,0,0,0.1,13.9,..,0,0,0.1,9.7,..,..,..,..,..,..,..,..,99.15000153,99.36000061,99.91000366,99.90000153,99.58000183,1.000200033,99.88999939
Cyprus,CYP,2022,YR2022,83.673,81.889,80.068,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,2021,YR2021,80.5,77.22195122,74.1,..,..,..,..,..,..,..,99.56461334,99.49932098,99.43724823,..,..,..,99.43724823,99.56461334,99.49932098,..,..,..,..,..,..,0.1,0,0.1,0.1,10.2,..,0,0.1,0.3,6.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,2022,YR2022,82,79.02926829,76.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,2021,YR2021,83.3,81.40487805,79.6,..,..,..,..,..,..,..,99.50836945,99.72789764,99.91029358,..,..,..,99.93488312,99.30802155,99.61808777,..,..,..,..,..,..,0.7,0.1,0.2,0.2,12.4,..,0.1,0.2,0.3,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,2022,YR2022,83.2,81.30487805,79.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,2021,YR2021,65.019,62.305,59.728,..,..,..,..,..,..,..,85.58393097,86.40299225,87.15615082,..,..,..,87.15615082,85.58393097,86.40299225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,2022,YR2022,65.503,62.859,60.336,..,..,..,..,..,..,..,74.02826691,72.68022156,71.49617004,..,..,..,71.49617004,74.02826691,72.68022156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,2021,YR2021,76.301,72.814,69.725,..,..,..,..,..,..,..,95.39066315,93.02333832,88.58490753,..,..,..,90.86695099,90.7855835,89.68267059,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,2022,YR2022,76.451,72.981,69.875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,2021,YR2021,76.291,72.615,69.298,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,0.2,6.7,4.3,23.9,..,1.1,0.9,23.2,20.4,..,..,..,..,..,..,..,..,..,..,98.97000122,98.83999634,..,1.002699971,98.69999695
Dominican Republic,DOM,2022,YR2022,77.536,74.17,71.044,..,..,..,..,..,..,..,97.4211731,97.33000946,93.83291626,..,..,..,97.24150848,95.82328033,94.80838013,..,..,..,..,..,..,2,0.2,6.1,4,..,..,0.9,0.8,21.5,21.4,..,..,..,..,..,..,..,..,95.59999847,95.5,98.91000366,98.52999878,95.40000153,1.007799983,98.13999939
Dominican Republic,DOM,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,2021,YR2021,77.462,73.67,70.26,..,..,..,..,..,..,..,99.81532288,99.64129639,99.19825745,..,..,..,99.47058105,99.81532288,99.50322723,..,..,..,..,..,..,4.3,1,11.5,10.9,27.7,..,3.6,3.6,31.7,27.4,..,..,..,..,..,..,..,..,94,94,96.51000214,96.33000183,95,1.003399968,96.18000031
Ecuador,ECU,2022,YR2022,80.481,77.894,75.313,..,..,..,..,..,..,..,88.32250977,88.85186005,87.46910858,..,..,..,89.37941742,86.07247162,86.77217102,..,..,..,..,..,..,4,1,10.8,9.5,25.2,..,3.1,3.2,29.9,27.5,..,..,..,..,..,..,..,..,93,94,96.66999817,96.37000275,95,1.005900025,96.09999847
Ecuador,ECU,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,1,10.9,10.3,..,..,3.3,3.8,29.6,26.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,2021,YR2021,72.608,70.221,67.935,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,2022,YR2022,72.557,70.159,67.869,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.94999695,74.5,91.73999786,92.23999786,79.98999786,0.98943001,92.72000122
"Egypt, Arab Rep.",EGY,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,2021,YR2021,75.149,70.748,66.078,..,..,..,..,..,..,..,95.05283356,93.90193176,90.52523804,..,..,..,92.80898285,93.82668304,92.13511658,..,..,..,..,..,..,6.3,1.4,10.1,8.7,24.6,..,3.2,3.6,28.4,24.7,..,..,..,..,..,..,..,..,..,..,98.30000305,98.06999969,..,1.004799962,97.83000183
El Salvador,SLV,2022,YR2022,75.813,71.475,66.837,..,..,..,..,..,..,..,94.67669678,95.18979645,94.71103668,..,..,..,95.68467712,93.87735748,94.30243683,..,..,..,..,..,..,5.5,1.3,9.9,8.6,26.6,..,3.1,3.4,27.5,23.9,..,..,..,..,..,..,..,..,..,..,98.56999969,98.26999664,..,1.006199956,97.95999908
El Salvador,SLV,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88,90,99,98,92,1,98
Equatorial Guinea,GNQ,2021,YR2021,62.726,60.594,58.781,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,2022,YR2022,63.261,61.19,59.432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,2021,YR2021,68.655,66.536,64.35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,2022,YR2022,68.678,66.604,64.457,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,2021,YR2021,81.4,76.94390244,72.7,..,..,..,..,..,..,..,99.79689789,99.67302704,99.513237,..,..,..,99.55657959,99.79689789,99.65094757,..,..,..,..,..,..,0.4,0.2,0.4,0.4,22.8,..,0.3,0.3,0.7,10,..,..,..,..,..,..,..,..,99.87999725,99.87000275,99.98999786,99.98999786,99.87000275,1.000100017,99.98000336
Estonia,EST,2022,YR2022,82.4,77.94390244,73.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,2021,YR2021,61.248,57.066,53.366,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,2022,YR2022,60.599,56.36,52.647,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.41265869,90.74701691,98.77754974,98.65985107,91.11181641,1.002269983,98.55314636
Eswatini,SWZ,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,2021,YR2021,68.285,64.975,61.91,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,2022,YR2022,68.903,65.645,62.613,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,2021,YR2021,85.3,83.09756098,81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,2022,YR2022,85.4,83.3,81.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2021,YR2021,68.877,67.114,65.426,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.42814636,..,99.41342926,97.58000183,..,1.030367255,96.11000061
Fiji,FJI,2022,YR2022,70.239,68.312,66.465,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,2021,YR2021,84.6,81.88536585,79.3,..,..,..,..,..,..,..,99.42024231,99.25409698,98.74481964,..,..,..,99.10060883,99.10128784,98.91628265,..,..,..,..,..,..,1.5,0,0,0,12.7,..,0,0,0.1,7.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,2022,YR2022,83.8,81.18780488,78.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,2021,YR2021,85.5,82.32439024,79.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4,0,0.2,0.2,15.6,..,0.1,0.1,0.5,13.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,2022,YR2022,85.2,82.22926829,79.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,2021,YR2021,82.632,79.486,76.975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,2022,YR2022,85.977,83.55,81.329,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,2021,YR2021,68.494,65.821,63.488,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.06620026,88.8583374,93.0406189,93.98143005,90.78768921,0.979839981,94.95532227
Gabon,GAB,2022,YR2022,68.359,65.694,63.361,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.04000092,85.69000244,92.62999725,90.63999939,86.30000305,1.042860031,88.66000366
Gabon,GAB,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,2021,YR2021,63.529,62.083,60.656,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.45228958,51.63740158,62.55218124,67.49284363,65.270401,0.86857003,72.01779175
"Gambia, The",GMB,2022,YR2022,64.344,62.906,61.481,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.25,58.66999817,79.86000061,74.69999695,65.30999756,1.12796998,69.63999939
"Gambia, The",GMB,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,2021,YR2021,76.681,71.694,66.803,..,..,..,..,..,..,..,99.31732941,99.37439728,99.17281342,..,..,..,99.42687225,99.13712311,99.15599823,..,..,..,..,..,..,5.5,1.3,20.5,19.1,17.5,1.55,5.5,5.5,55.4,27.1,4.27,4.95,8.46,3.38,1.83,13.14,12.73,18.09,..,..,..,..,..,..,..
Georgia,GEO,2022,YR2022,76.461,71.587,66.76,..,..,..,..,..,..,..,..,96.97428131,..,..,..,..,..,..,96.87084961,..,..,..,..,..,..,4.3,1.2,16.8,15,15.6,..,4.3,4.3,47.7,25,..,..,..,..,..,..,..,..,100,100,100,100,100,1,100
Georgia,GEO,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,2021,YR2021,83.3,80.7902439,78.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,2022,YR2022,83.2,80.70560976,78.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
