Country,Time,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Electric power consumption (kWh per capita),"Labor force, female (% of total labor force)","Labor force, total","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)"
Iceland,2021,100.0,100.0,100.0,100.0,51135.5095028455,45.9563416102738,222546.0,28.4871559143066,99.8702087402344,99.8419494628906,47.5507850646973,43.5365676879883,99.8702087402344,99.8419494628906,40.1043319702148
Iceland,2022,100.0,100.0,100.0,100.0,51258.7597479601,46.2567132809909,232189.0,26.9119701385498,99.8759155273438,99.5827331542969,50.3665313720703,41.2423667907715,99.8759155273438,99.5827331542969,41.94775390625
Iceland,2023,75.05,100.0,100.0,100.0,50082.7509412761,45.9807994820094,240931.0,18.683862686157212,61.022180557251005,61.00861930847165,24.968370914459218,22.72410702705381,80.46573638916016,80.91604232788086,17.596501111984267
Indonesia,2021,87.2,99.2,98.2,99.9,1028.37477325366,39.6300377739763,135672770.0,9.42133045196533,53.6630058288574,60.4325675964355,12.7075433731079,11.6570901870728,82.3444213867188,87.5258026123047,9.54952239990234
Indonesia,2022,89.1,100.0,98.2,100.0,1257.23679274733,39.3159431716515,139637843.0,9.29591655731201,53.7340621948242,59.6842193603516,12.7986068725586,11.4243383407593,80.4424362182617,86.0196762084961,9.66471767425537
Indonesia,2023,87.4,99.4,98.6,100.0,1953.9881933565398,39.3298545821011,141349381.0,9.12527942657471,53.4761962890625,59.865291595459,24.6081027984619,22.68202924728395,81.1035995483398,86.5573501586914,9.52848529815674
Ireland,2021,100.0,100.0,100.0,100.0,6167.09489299375,46.3698521586657,2568091.0,36.2288970947266,90.1366958618164,89.5482711791992,62.0939750671387,56.9747886657715,98.5882720947266,99.2185897827148,39.1772079467773
Ireland,2022,100.0,100.0,100.0,100.0,6125.9848616838,46.7037141878101,2684840.0,35.8504524230957,90.3994903564453,89.8707504272461,62.438060760498,57.7087020874023,98.7630996704102,99.2401504516602,38.6128883361816
Ireland,2023,100.0,100.0,100.0,100.0,6057.7285402065,46.8500211645315,2799495.0,36.03967475891115,90.26809310913086,89.70951080322266,62.266017913818345,57.3417453765869,98.6756858825684,99.2293701171875,38.89504814147945
Israel,2021,100.0,100.0,100.0,100.0,6809.86832276928,47.9767338247108,4275735.0,33.7175941467285,90.4493942260742,92.6890487670898,52.1569938659668,44.957332611084,95.2164077758789,97.4428939819336,40.4751586914062
Israel,2022,100.0,100.0,100.0,100.0,6842.79361757782,47.9982592488041,4467037.0,34.1323280334473,90.7246170043945,92.7145004272461,53.3553161621094,45.3978424072266,95.46875,97.5426788330078,41.732250213623
Israel,2023,92.65,100.0,100.0,100.0,6622.90142057684,48.3719145475615,4586645.0,30.1311836242676,75.3423824310303,77.70490646362305,29.99739837646485,28.387365341186552,85.6083526611328,89.44016647338864,38.1059112548828
Italy,2021,100.0,100.0,100.0,100.0,5290.22854904133,42.4567789364276,25032297.0,14.694278717041,79.2322387695312,85.9351348876953,19.3520317077637,15.7796039581299,96.7913513183594,98.3558959960938,17.7843914031982
Italy,2022,100.0,100.0,100.0,100.0,5215.69012140866,42.5871899007398,25351560.0,14.7746381759644,79.7553558349609,86.1860198974609,19.5974864959717,15.9528474807739,96.9105377197266,98.4543991088867,18.0897102355957
Italy,2023,99.7,100.0,100.0,100.0,5049.79576131089,42.730486349025,25810867.0,22.7405090332031,89.21637344360349,92.40033721923825,47.06060600280765,44.46249103546145,98.3956756591797,99.1779479980469,25.8198652267456
Japan,2021,100.0,100.0,100.0,100.0,7959.55856479318,44.3721839870396,68671337.0,33.382438659668,93.3741149902344,94.14225387573245,37.87827491760255,41.838762283325195,98.6787719726563,99.33647918701175,25.06862926483155
Japan,2022,100.0,100.0,100.0,100.0,7803.26941727044,44.6509599869779,68929060.0,33.382438659668,93.3741149902344,94.14225387573245,37.87827491760255,41.838762283325195,98.6787719726563,99.33647918701175,25.06862926483155
Japan,2023,100.0,100.0,100.0,100.0,7044.258006796865,44.9326623132591,69197135.0,33.382438659668,93.3741149902344,94.14225387573245,37.87827491760255,41.838762283325195,98.6787719726563,99.33647918701175,25.06862926483155
Kazakhstan,2021,93.3,100.0,100.0,100.0,5321.52110230336,48.9693422783938,10012975.0,23.813843727111802,98.19140243530275,99.0558967590332,33.10744094848635,30.0348882675171,99.6277732849121,99.71606063842775,27.881017684936502
Kazakhstan,2022,93.1,100.0,100.0,100.0,5271.52788457214,48.8099909687564,10127066.0,29.3031387329102,64.6815586090088,73.5566520690918,36.51913833618165,36.35980796813965,82.6189193725586,88.46402359008789,27.8571081161499
Kazakhstan,2023,100.0,100.0,100.0,100.0,4993.437722913815,48.8272366007844,10221158.0,21.24059104919435,64.93843269348145,69.62588882446289,27.7995557785034,24.5373125076294,88.09864807128905,93.5237236022949,28.59047985076905
Kenya,2021,26.4,76.5,68.2,97.5,184.426039295693,47.019158752771,22012863.0,7.08959150314331,67.5824508666992,78.748291015625,5.19816112518311,8.42582702636719,81.7079086303711,90.9925689697266,4.4461841583252
Kenya,2022,30.0,76.0,65.0,98.0,189.355465367737,47.0898610735261,22574747.0,7.84363985061646,60.4714317321777,70.1211471557617,26.3418312072754,18.7170448303223,74.5982131958008,83.5402984619141,4.57471990585327
Kenya,2023,59.599999999999994,76.2,67.9,96.0,190.082933008388,47.2066908867942,23184849.0,5.80234384536743,48.75844287872315,57.31726455688475,13.532299518585205,10.715231895446795,64.94253158569335,74.521541595459,4.13947880268097
"Korea, Rep.",2021,100.0,100.0,100.0,100.0,11397.3392731969,43.1330825839844,28560792.0,39.6169204711914,83.6950988769531,93.483642578125,41.4524078369141,52.5475425720215,95.5400314331055,99.0732421875,28.9895114898682
"Korea, Rep.",2022,100.0,100.0,100.0,100.0,11492.9257726667,43.3764310357427,29201402.0,39.6483955383301,84.0698394775391,93.7335357666016,42.2894287109375,52.8652153015137,95.8029098510742,99.1590423583984,29.55224609375
"Korea, Rep.",2023,100.0,100.0,100.0,100.0,11307.6655429113,43.8227480936206,29587631.0,40.9601020812988,85.0460433959961,94.2079696655273,57.0605163574219,48.29050636291505,96.2300415039062,99.3080444335938,30.4571380615234
Kosovo,2021,81.25,100.0,100.0,100.0,1701.26803929628,37.818658605964,987059.5,8.476552724838255,23.56539916992185,39.2175359725952,4.4053850173950195,9.86609268188476,65.29464912414551,82.1287155151367,3.7350789308547947
Kosovo,2022,81.25,100.0,100.0,100.0,1701.26803929628,37.818658605964,987059.5,8.476552724838255,23.56539916992185,39.2175359725952,4.4053850173950195,9.86609268188476,65.29464912414551,82.1287155151367,3.7350789308547947
Kosovo,2023,46.15,100.0,100.0,100.0,768.1797950515686,37.818658605964,987059.5,3.59993290901184,39.8169984817505,46.21181201934815,2.742725133895875,4.36656332015991,85.90654373168945,92.43223571777341,2.36430525779724
Kyrgyz Republic,2021,77.3,99.7,99.6,99.8,1975.4134443714,41.6410966807095,2981360.0,8.476552724838255,23.56539916992185,39.2175359725952,4.4053850173950195,9.86609268188476,65.29464912414551,82.1287155151367,3.7350789308547947
Kyrgyz Republic,2022,77.0,99.7,99.6,100.0,1971.4074947749,41.6921467351248,3059581.0,3.59993290901184,59.566169738769545,68.86331939697271,2.742725133895875,4.36656332015991,94.51876831054685,98.09600830078125,2.36430525779724
Kyrgyz Republic,2023,80.75,100.0,100.0,100.0,3636.35434593532,41.7478012088916,3128651.0,18.7775220870972,63.3712100982666,77.2213249206543,23.0027942657471,21.72255325317385,92.44070816040035,97.2187919616699,20.42113780975345
Latvia,2021,100.0,100.0,100.0,100.0,3838.17372339466,49.3888152775149,950940.0,25.5066566467285,96.9889755249023,98.8349456787109,53.2173919677734,41.2630653381348,97.8791427612305,99.3867034912109,35.9120864868164
Latvia,2022,100.0,100.0,100.0,100.0,3696.42590147937,49.6663436561673,962817.0,25.5605030059814,97.2051773071289,98.7597427368164,55.2850189208984,42.1236228942871,98.0880508422852,99.3624267578125,37.0257530212402
Latvia,2023,54.05,100.0,100.0,100.0,3628.86795618513,49.6514008196484,965292.0,11.095795392990095,45.08516883850095,51.81906509399415,19.979273319244385,22.1637597084045,100.0,100.0,10.268817901611325
Lebanon,2021,41.0,100.0,100.0,100.0,1750.05010386277,31.6648669852665,1896632.0,11.60308074951175,73.9286823272705,89.25854110717775,17.21603870391845,16.51443338394165,88.9579544067383,97.0598449707031,12.3668231964111
Lebanon,2022,83.0,100.0,100.0,100.0,680.652360897549,31.5174557333536,1916906.0,17.261993885040276,81.69862365722655,81.79750442504886,44.2931089401245,45.42488765716555,93.82292556762695,93.18216705322266,23.393662929534905
Lebanon,2023,100.0,100.0,100.0,100.0,1215.3512323801594,31.4675450729925,1938966.0,33.00675201416015,98.2274398803711,98.6956748962402,57.9137363433838,49.1267147064209,99.299560546875,99.5508041381836,35.33226585388185
Lesotho,2021,41.1,50.4,37.7,80.6,2955.5365363178053,44.393847265284,830525.0,6.702869415283205,37.588769912719755,41.39147758483885,12.257474184036274,9.950604438781749,60.852138519287095,52.683511734008746,5.072596371173859
Lesotho,2022,41.5,50.0,37.7,83.6,2955.5365363178053,44.0584883800652,860547.0,6.702869415283205,37.588769912719755,41.39147758483885,12.257474184036274,9.950604438781749,60.852138519287095,52.683511734008746,5.072596371173859
Lesotho,2023,70.75,57.3,45.2,85.0,2955.5365363178053,44.0619607555944,873908.0,6.702869415283205,37.588769912719755,41.39147758483885,12.257474184036274,9.950604438781749,60.852138519287095,52.683511734008746,5.072596371173859
Lithuania,2021,100.0,100.0,100.0,100.0,4711.44539189864,49.5036417606558,1481289.0,35.8072776794434,96.6284790039062,98.1472320556641,65.7919921875,55.3560829162598,99.292106628418,99.4771270751953,43.7648849487305
Lithuania,2022,100.0,100.0,100.0,100.0,4416.1702815931,49.6387596786237,1509383.0,35.6640205383301,96.9497680664062,98.0971374511719,68.0251770019531,56.3919639587402,99.2609405517578,99.2947158813477,46.1547927856445
Lithuania,2023,54.6,100.0,100.0,100.0,4202.90536411076,49.3343153399276,1536989.0,30.45497608184815,81.4432601928711,86.2624168395996,36.5217218399048,38.322819709777804,98.0486068725586,98.8983192443848,30.487122535705602
Luxembourg,2021,100.0,100.0,100.0,100.0,12151.9098090191,46.1085500959751,330815.0,42.6705589294434,89.4878845214844,90.7828826904297,46.1569862365723,49.5096054077148,97.5843124389648,98.0208892822266,40.7614822387695
Luxembourg,2022,100.0,100.0,100.0,100.0,11629.0998510189,46.5781000794471,334814.0,43.4346580505371,90.0731735229492,91.3365325927734,47.0335731506348,51.3443222045898,97.8478012084961,98.516471862793,41.2124710083008
Luxembourg,2023,72.5,100.0,100.0,100.0,11168.4648050058,46.3360857598146,345150.0,32.4850654602051,61.229703903198256,60.0428695678711,33.497759819030804,33.9038848876953,73.08401107788086,78.29782295227055,35.311605453491204
Madagascar,2021,1.45,35.1,10.9,72.6,80.2934672339167,48.7553079858448,15102009.0,3.41530990600586,15.9009799957275,21.2205009460449,22.45862102508545,19.97718048095705,38.9394683837891,43.7580108642578,2.49875998497009
Madagascar,2022,1.5,36.1,10.9,71.6,81.3148068743768,48.6756937106911,15576306.0,15.59478282928468,54.255230903625446,55.51262855529785,45.13165283203125,41.0003719329834,68.0002555847168,69.5493812561035,19.800155520439148
Madagascar,2023,56.05,39.4,14.6,75.6,1554.945505326706,48.6886290440054,16036576.0,24.2559518814087,80.46019744873044,83.01070404052734,50.825748443603544,48.44591903686525,95.36258697509766,95.8122901916504,29.215210914611802
Malawi,2021,1.5,14.2,5.6,54.2,2152.8111981032,49.2614272440293,7724019.0,2.72000002861023,59.566169738769545,68.86331939697271,2.742725133895875,4.36656332015991,94.51876831054685,98.09600830078125,1.799999952316285
Malawi,2022,1.4,14.0,5.6,54.0,2152.8111981032,49.1389774599378,8039685.0,2.72000002861023,38.056895256042495,45.89305496215825,11.04313945770265,9.2465305328369,68.06118392944336,73.1974506378174,1.799999952316285
Malawi,2023,50.2,15.6,6.1,57.8,2152.8111981032,49.1082405548294,8334815.0,11.96499991416933,38.056895256042495,45.89305496215825,39.4581880569458,34.70588493347165,68.06118392944336,73.1974506378174,12.845000028610237
Malaysia,2021,86.0,100.0,100.0,100.0,4860.27830199398,36.9557837173773,17243512.0,16.0446376800537,86.7094039916992,86.8067855834961,28.5272617340088,28.8884868621826,96.4194107055664,96.9665451049805,16.9167175292969
Malaysia,2022,84.1,100.0,100.0,100.0,4986.12312555985,37.1623683233973,17583325.0,14.4300003051758,79.0299987792969,82.0599975585938,25.0499992370605,26.2099990844727,93.5199966430664,96.0100021362305,14.6999998092651
Malaysia,2023,79.55,100.0,100.0,100.0,3377.354766623612,37.2065920489056,17923168.0,21.68068170547485,77.3146324157715,76.257360458374,35.51881313323975,27.91668224334715,92.8570251464844,91.7574462890625,28.996079444885247
Maldives,2021,99.7,100.0,100.0,100.0,2955.5365363178053,22.8934938290416,262520.0,11.30118799209595,56.5073585510254,56.6772575378418,6.318285703659075,8.5139398574829,73.2227020263672,75.991886138916,9.24321126937866
Maldives,2022,99.7,100.0,100.0,100.0,176.69034321965,22.7627691008865,265328.0,10.270139694213865,46.170189857482896,56.84068870544435,6.8716084957122945,12.49203729629515,71.83098030090329,83.8852767944336,6.009158492088315
Maldives,2023,99.85,100.0,100.0,100.0,176.69034321965,22.9725625189835,266679.0,10.270139694213865,46.170189857482896,56.84068870544435,6.8716084957122945,12.49203729629515,71.83098030090329,83.8852767944336,6.009158492088315
Malta,2021,100.0,100.0,100.0,100.0,4936.97641050959,40.8432651384787,282426.0,21.6781253814697,84.4356307983398,89.7946090698242,33.2437400817871,35.7639579772949,99.0891571044922,99.4957122802734,23.434549331665
Malta,2022,100.0,100.0,100.0,100.0,5170.16581030308,41.865538553692,293824.0,22.0376853942871,85.0283660888672,90.3839645385742,32.9480056762695,36.0108451843262,98.9538345336914,99.2371368408203,23.2504024505615
Malta,2023,53.45,100.0,100.0,100.0,2792.95367053278,41.5847517010589,305398.0,10.285157203674324,65.44494819641115,76.62021255493164,24.24691867828365,24.3050346374512,87.53566360473636,92.47367095947266,10.902315616607655
Mauritius,2021,99.0,99.6,99.8,99.3,2211.89670339737,38.4005052488563,565266.0,0.0,58.7585487365723,66.4005279541016,0.0,0.0,93.4451675415039,97.4571151733398,0.0
Mauritius,2022,99.0,100.0,100.0,99.0,2334.2149014315,38.1142986069909,598345.0,11.96499991416933,60.3737907409668,71.3261108398438,39.4581880569458,34.70588493347165,95.5923690795898,98.7349014282227,12.845000028610237
Mauritius,2023,49.525,100.0,100.0,100.0,1168.0195070371283,38.3041446184426,595664.0,10.83765506744383,56.915490150451646,59.92025184631345,45.13165283203125,41.0003719329834,69.25473403930665,71.60400390625,12.359379649162294
Mexico,2021,85.7,100.0,100.0,99.9,2650.73959396575,38.8956181944697,56864048.0,9.21059799194336,66.4350738525391,65.3687438964844,24.6081027984619,22.68202924728395,83.7100982666016,85.5228271484375,9.596601486206055
Mexico,2022,85.7,100.0,100.0,99.8,2351.59528868272,39.4612258716186,58544385.0,22.148159027099602,65.3199996948242,67.0400009155273,36.124940872192354,33.9070854187012,82.4400024414062,84.3300018310547,27.0073823928833
Mexico,2023,99.65,99.7,99.1,100.0,2412.61431663365,40.0692793435583,60144623.0,39.42346000671385,67.9045639038086,67.0553359985352,59.16120529174805,64.0637722015381,85.0688781738281,86.4555130004883,35.909756660461454
Moldova,2021,97.4,100.0,100.0,100.0,2401.17820687115,53.7330026227091,1503026.0,18.4899997711182,97.3899993896484,98.5199966430664,22.0862789154053,18.4930610656738,99.5999984741211,99.5299987792969,22.0900001525879
Moldova,2022,97.6,100.0,100.0,100.0,2255.74554684034,54.4569274068774,1464574.0,18.2600002288818,97.9300003051758,98.620002746582,22.215461730957,18.2587242126465,99.5699996948242,99.4499969482422,22.2199993133545
Moldova,2023,56.7,100.0,100.0,100.0,1614.007566627956,54.6708431910393,1389353.0,18.3649120330811,97.9607391357422,98.6896514892578,48.978164672851605,45.96883773803715,99.5803909301758,99.4703140258789,23.1295890808105
Mongolia,2021,52.9,100.0,100.0,100.0,2427.49075653249,44.0636570761922,1366321.0,27.7742557525635,92.6094818115234,89.8047561645508,68.0478439331055,63.7420196533203,97.0610427856445,95.3407516479492,37.1015510559082
Mongolia,2022,54.2,100.0,100.0,100.0,2545.61487913499,44.4524910953134,1420881.0,26.1017665863037,92.1286468505859,89.8496017456055,64.3526763916016,58.7878570556641,96.8059997558594,95.6307144165039,36.4625854492188
Mongolia,2023,83.0,100.0,100.0,100.0,3229.5874670254,44.5818995398377,1433842.0,25.2698345184326,94.1747131347656,92.6716690063477,59.3744583129883,60.1385726928711,97.8904342651367,97.2366790771484,37.0463409423828
Morocco,2021,98.0,100.0,100.0,100.0,950.467605491107,22.7575490518184,12266110.0,17.8078937530518,80.71964836120605,78.9211673736572,26.19876575469975,23.89823055267335,84.2985038757324,82.9579010009766,25.02170848846435
Morocco,2022,97.9,100.0,100.0,100.0,978.27258674367,22.0255512657148,12170356.0,17.8078937530518,80.71964836120605,78.9211673736572,26.19876575469975,23.89823055267335,84.2985038757324,82.9579010009766,25.02170848846435
Morocco,2023,97.95,100.0,100.0,100.0,2763.8085271657383,22.1869709286409,12350059.0,17.8078937530518,80.71964836120605,78.9211673736572,26.19876575469975,23.89823055267335,84.2985038757324,82.9579010009766,25.02170848846435
Nepal,2021,38.4,89.9,100.0,94.2,306.293365125237,36.5387806753205,8237363.0,16.1786231994629,26.5851192474365,43.1910285949707,29.814543008804343,22.920755147933956,36.4118003845215,58.9935607910156,19.876629590988145
Nepal,2022,39.6,91.3,93.7,97.7,321.045264151601,36.6799263082657,8404199.0,11.109017133712795,45.08516883850095,51.81906509399415,18.743927478790283,21.2688384056091,80.6897888183594,86.32179641723636,9.666329383850076
Nepal,2023,20.150000000000002,94.0,93.4,96.0,202.64767724478315,36.9093183561695,8424737.0,11.109017133712795,45.55016899108885,58.10906410217285,18.743927478790283,21.2688384056091,72.52478790283206,83.6917953491211,9.666329383850076
Netherlands,2021,100.0,100.0,100.0,100.0,6704.42622513238,47.1300090887312,9842958.0,36.8335609436035,90.0527572631836,92.4684295654297,37.153507232666,38.8782501220703,98.184211730957,98.2888870239258,34.2246856689453
Netherlands,2022,100.0,100.0,100.0,100.0,6365.46605154448,47.1141736570986,10054815.0,37.7317390441895,91.0731430053711,92.6664123535156,38.4872360229492,39.6803359985352,98.484016418457,98.6139907836914,35.5516586303711
Netherlands,2023,93.6,100.0,100.0,100.0,6198.03517535853,47.1356860908217,10247550.0,19.540664196014415,62.7710475921631,70.27263832092285,25.7976231575012,25.4563412666321,80.4053535461426,90.9021644592285,21.72621154785157
New Zealand,2021,100.0,100.0,100.0,100.0,8160.1549507953,47.293248122804,2919514.0,21.24059104919435,63.5850105285645,65.3425064086914,29.20256996154785,22.458095550537152,94.15568923950195,97.50515365600586,28.59047985076905
New Zealand,2022,100.0,100.0,100.0,100.0,8099.15578832174,47.4689512976338,2953183.0,21.24059104919435,60.115859985351605,66.61289596557614,26.939391136169448,23.66519165039065,82.13695526123045,88.89608383178711,28.59047985076905
New Zealand,2023,100.0,100.0,100.0,100.0,7941.26093699144,47.4537339222469,3048778.0,21.24059104919435,63.5850105285645,65.3425064086914,29.20256996154785,22.458095550537152,94.15568923950195,97.50515365600586,28.59047985076905
Nicaragua,2021,58.1,86.3,66.3,100.0,618.233276511455,38.6879652493112,3036947.0,18.8273391723633,60.5289916992188,63.1129302978516,23.0027942657471,21.72255325317385,82.805778503418,87.2585601806641,21.7039909362793
Nicaragua,2022,59.2,86.5,66.3,100.0,682.400254120922,39.0648444695096,3092384.0,24.2559518814087,80.46019744873044,83.01070404052734,50.825748443603544,48.44591903686525,95.36258697509766,95.8122901916504,29.215210914611802
Nicaragua,2023,68.9,88.3,71.0,100.0,2527.75735182592,39.3067308227601,3161456.0,21.4967679977417,91.1483573913574,91.72768020629886,46.75478649139405,44.545655250549345,97.17416763305665,96.87472152709961,27.967756271362347
Nigeria,2021,23.0,59.5,26.3,89.2,142.790930090716,46.9536655563638,102508968.0,14.1861295700073,42.3900718688965,57.8144989013672,31.09500026702885,35.91500091552735,57.8193588256836,73.5159912109375,8.01961994171143
Nigeria,2022,25.6,60.5,27.0,89.0,135.603309430584,46.9421477961804,105432630.0,4.26290273666382,64.6892700195312,75.5948104858398,37.8123435974121,40.5757026672363,82.6653213500977,91.7974319458008,2.73636484146118
Nigeria,2023,69.3,61.2,32.9,85.0,2733.033274795182,48.4363330380889,110183277.0,15.984611511230451,74.4444408416748,73.27968406677245,28.5715970993042,27.0556402206421,89.6504020690918,89.27447891235354,16.940975189209
North Macedonia,2021,80.2,100.0,100.0,100.0,3793.4499437705,41.112143020028,784953.0,18.6117744445801,62.6685829162598,76.7970962524414,22.7017803192139,21.6956367492676,92.3918533325195,97.1842880249023,20.1716632843018
North Macedonia,2022,81.3,100.0,100.0,100.0,3479.25874810014,41.3672304700493,802703.0,18.9432697296143,64.0738372802734,77.6455535888672,23.3038082122803,21.7494697570801,92.4895629882812,97.2532958984375,20.6706123352051
North Macedonia,2023,56.05,100.0,100.0,100.0,1554.945505326706,41.3365296442787,797169.0,20.7376480102539,68.3109130859375,76.2166519165039,33.6036529541016,33.1498184204102,93.6641311645508,96.2838287353516,21.3288707733154
Norway,2021,100.0,100.0,100.0,100.0,24650.1686290752,46.8232898554815,2940731.0,26.1300392150879,86.59814453125,95.6240463256836,43.8932762145996,39.8116416931152,87.2023010253906,96.0919799804688,34.4795722961426
Norway,2022,100.0,100.0,100.0,100.0,23373.4710590389,46.6241997685755,2985855.0,25.2907695770264,95.9295043945312,98.5050964355469,47.1495628356934,39.8636589050293,96.5161056518555,98.955192565918,37.0830993652344
Norway,2023,99.95,100.0,100.0,100.0,23520.0270164798,47.172438806884,3005240.0,25.14011669158935,94.4972267150879,95.85797119140625,42.23133277893065,39.54106521606445,97.6081886291504,98.72143173217775,28.560231208801248
Pakistan,2021,51.0,94.9,91.9,99.9,570.098770866866,22.7006727069609,78814704.0,10.1768083572388,27.7954158782959,48.4065818786621,7.08136034011841,10.1768083572388,38.0621452331543,62.9245910644531,7.08136034011841
Pakistan,2022,52.6,95.0,93.0,100.0,605.788247596384,22.6309725165422,80282511.0,13.60437631607055,81.84395217895505,82.75552368164065,22.40255069732665,21.5752410888672,91.4851417541504,92.82087326049805,15.0325894355774
Pakistan,2023,72.3,95.6,92.8,100.0,5113.8604263304005,22.7358153712894,81926413.0,19.0052227973938,73.62438201904294,73.662899017334,29.225943565368652,27.338029861450202,86.88893508911136,86.95501708984375,18.738611221313498
Papua New Guinea,2021,9.8,20.9,14.0,65.2,27409.23524086087,47.6319512096089,3374107.0,30.6535778045654,99.04510498046875,99.2659759521484,52.74039268493655,46.4932842254639,99.550106048584,99.6709747314453,37.557165145874
Papua New Guinea,2022,10.0,19.0,14.0,65.1,933.5282954983675,47.44978368356,3494880.0,4.24747848510742,27.4283027648926,41.3095626831055,10.4695806503296,17.8098545074463,55.8578109741211,68.9980545043945,1.98758840560913
Papua New Guinea,2023,100.0,20.5,13.4,65.2,3782.66750285223,47.5038008534612,3574855.0,33.15687561035155,91.1747970581055,93.2283248901367,51.70658683776855,45.03725433349605,97.911865234375,99.02478790283206,34.42997360229495
Paraguay,2021,68.6,100.0,100.0,100.0,2126.51301236262,41.7608034569186,3412056.0,11.109017133712795,54.310001373291,53.3499984741211,18.743927478790283,21.2688384056091,77.3300018310547,79.5500030517578,9.666329383850076
Paraguay,2022,68.5,100.0,100.0,100.0,2213.01378130259,41.9716209207027,3391301.0,11.109017133712795,57.4799995422363,56.939998626709,18.743927478790283,21.2688384056091,80.4100036621094,80.4300003051758,9.666329383850076
Paraguay,2023,78.8,99.8,99.5,100.0,2920.94086874386,41.8940462872589,3448638.0,16.8373155593872,56.87314987182615,61.70941734313965,19.979273319244385,29.549204826354952,90.2050018310547,90.21500015258789,17.90681743621825
Peru,2021,86.4,95.6,83.6,98.9,1531.64376685862,45.6298825718232,17853296.0,29.3031387329102,55.560001373291,66.7200012207031,36.51913833618165,36.35980796813965,68.7799987792969,78.6800003051758,27.8571081161499
Peru,2022,88.1,96.2,85.1,99.0,1588.44822284327,45.364958473676,18756175.0,21.24059104919435,57.0200004577637,67.9199981689453,24.7750930786133,25.1189136505127,70.1500015258789,80.3000030517578,28.59047985076905
Peru,2023,100.0,96.2,85.1,99.0,4993.437722913815,45.3332232054438,18608668.0,21.24059104919435,65.9185638427734,73.87255859375,26.2976608276367,26.3699035644531,82.0098266601562,89.5293045043945,28.59047985076905
Philippines,2021,56.9,97.5,96.5,98.6,846.694921660693,39.5506381926216,44699749.0,18.8504791259766,64.7939682006836,59.1400299072266,29.3138484954834,23.7215309143066,87.9263000488281,83.6290893554688,24.5563278198242
Philippines,2022,59.1,94.8,91.1,98.0,884.680258485773,41.4438447286486,49481401.0,15.9393396377563,63.6305389404297,60.0255012512207,28.893030166626,23.2302951812744,87.2008438110352,84.1670989990234,20.1498203277588
Philippines,2023,55.85,98.0,97.6,98.4,1827.426831717758,41.4784616706064,50352675.0,13.5530648231506,62.7150363922119,71.3472480773926,31.09500026702885,35.91500091552735,72.419677734375,81.2779960632324,10.514810085296615
Poland,2021,100.0,100.0,100.0,100.0,4631.20010705876,45.1234778257029,18231897.0,24.4346084594727,97.5792846679688,98.3862915039062,36.8755683898926,26.2579212188721,97.8612670898438,98.9520492553711,31.6396541595459
Poland,2022,100.0,100.0,100.0,100.0,4596.71266565855,45.4775731494996,18259831.0,24.7140331268311,97.6652450561523,98.463752746582,37.2951812744141,26.4782943725586,97.9530715942383,98.9876174926758,32.1605682373047
Poland,2023,100.0,100.0,100.0,100.0,4355.69717989739,45.8486429967589,18341629.0,44.9819812774658,97.80976486206055,98.2319107055664,35.283634185791,44.9819812774658,99.6583480834961,99.6958389282227,35.283634185791
Portugal,2021,100.0,100.0,100.0,100.0,4901.6433485549,49.2719688274369,5158639.0,20.9722499847412,63.2117195129395,65.305793762207,29.1036891937256,22.2114696502686,94.123908996582,97.4921646118164,28.5162925720215
Portugal,2022,100.0,100.0,100.0,100.0,5085.23209727273,49.2968828485589,5275650.0,21.5089321136475,63.9583015441895,65.3792190551758,29.3014507293701,22.7047214508057,94.1874694824219,97.5181427001953,28.6646671295166
Portugal,2023,100.0,100.0,100.0,100.0,5143.13718038671,49.4003807674927,5414853.0,20.8361186981201,64.1178894042969,65.4293899536133,27.5635433197021,22.228946685791,94.5374984741211,97.354736328125,26.6510124206543
Romania,2021,100.0,100.0,100.0,100.0,2900.83824132119,42.4376702872259,8418497.0,13.8026008605957,90.4599990844727,94.8199996948242,19.3299999237061,18.1299991607666,98.620002746582,99.1399993896484,14.1383724212646
Romania,2022,100.0,100.0,100.0,100.0,2717.53652859422,42.7389276101244,8415279.0,14.8340311050415,91.0400009155273,95.0199966430664,20.4699993133545,18.5599994659424,98.7600021362305,99.1500015258789,15.6972007751465
Romania,2023,72.3,100.0,100.0,100.0,1059.374704584113,42.3608675530409,8280024.0,12.998526573181149,44.5427083969116,53.63329124450685,17.621643304824804,17.4349846839905,60.206071853637695,71.8872947692871,11.811809778213505
